Date,Open,High,Low,Close,Adj Close,Volume
2018-01-30,78.809998,79.459999,78.750000,79.089996,70.523453,1702998
2018-01-31,78.760002,79.320000,78.620003,78.870003,70.327286,2953798
2018-02-01,79.000000,80.154999,78.900002,80.010002,71.343811,2965072
2018-02-02,79.900002,81.180000,79.900002,80.790001,72.039330,2631703
2018-02-05,79.959999,80.269997,79.519997,79.800003,71.156555,2393475
2018-02-06,78.440002,78.500000,76.690002,77.400002,69.016510,5684063
2018-02-07,78.610001,78.959999,76.769997,76.790001,68.472588,5676630
2018-02-08,76.800003,77.209999,76.510002,76.510002,68.222908,3493180
2018-02-09,75.750000,76.470001,75.480003,76.250000,67.991074,3621859
2018-02-12,76.389999,76.500000,75.559998,75.879997,67.661140,3411170
2018-02-13,76.230003,76.739998,75.879997,76.300003,68.035660,3334988
2018-02-14,74.199997,74.300003,73.760002,73.980003,67.742638,4217278
2018-02-15,74.250000,74.290001,73.739998,73.860001,67.632751,3596362
2018-02-16,74.000000,74.889999,74.000000,74.019997,67.779266,2222914
2018-02-19,74.099998,74.589996,74.019997,74.400002,68.127228,1449284
2018-02-20,74.250000,74.379997,73.830002,74.260002,67.999031,2238370
2018-02-21,74.279999,74.650002,73.919998,74.330002,68.063126,2210925
2018-02-22,74.519997,74.800003,74.070000,74.650002,68.356148,2473068
2018-02-23,75.019997,75.680000,74.410004,75.459999,69.097855,4526316
2018-02-26,75.980003,76.599998,75.599998,76.599998,70.141739,3450024
2018-02-27,77.000000,77.239998,76.709999,76.760002,70.288254,2736893
2018-02-28,76.599998,76.889999,76.120003,76.389999,69.949448,3744085
2018-03-01,76.059998,76.389999,75.910004,76.059998,69.647263,1695236
2018-03-02,75.820000,76.199997,75.120003,75.730003,69.345100,2447987
2018-03-05,75.730003,75.730003,74.800003,75.029999,68.704102,1541207
2018-03-06,75.699997,76.050003,75.489998,75.690002,69.308464,2280493
2018-03-07,75.209999,75.680000,75.050003,75.139999,68.804840,2458242
2018-03-08,75.720001,76.199997,75.510002,76.169998,69.747993,3278343
2018-03-09,76.349998,76.949997,76.199997,76.870003,70.388977,2944053
2018-03-12,77.489998,77.660004,77.169998,77.360001,70.837662,2828994
2018-03-13,77.300003,77.410004,76.669998,77.050003,70.553802,2990565
2018-03-14,76.500000,76.639999,76.160004,76.550003,70.095963,3068664
2018-03-15,77.000000,77.000000,75.650002,75.779999,69.390869,4006228
2018-03-16,75.970001,76.250000,75.025002,75.339996,68.987968,3791783
2018-03-19,75.660004,75.980003,74.889999,74.889999,68.575912,2364077
2018-03-20,74.879997,75.580002,74.610001,75.190002,68.850616,2354537
2018-03-21,75.410004,75.830002,75.150002,75.779999,69.390869,1926293
2018-03-22,75.430000,75.440002,74.660004,74.870003,68.557602,2530879
2018-03-23,74.099998,74.160004,72.809998,72.809998,66.671280,3617914
2018-03-26,72.400002,72.650002,71.709999,72.019997,65.947884,3114044
2018-03-27,72.620003,72.870003,72.269997,72.430000,66.323318,2576258
2018-03-28,72.339996,72.400002,71.820000,71.860001,65.801376,3132651
2018-03-29,72.129997,72.760002,72.010002,72.309998,66.213432,5292851
2018-04-03,71.589996,72.430000,71.449997,72.260002,66.167656,2576796
2018-04-04,72.150002,72.800003,71.809998,72.800003,66.662125,3646590
2018-04-05,72.699997,73.919998,72.330002,73.800003,67.577820,3530929
2018-04-06,73.760002,73.830002,73.309998,73.489998,67.293945,2268366
2018-04-09,73.129997,73.919998,73.110001,73.550003,67.348885,1313607
2018-04-10,73.110001,74.500000,72.849998,74.360001,68.090599,1945119
2018-04-11,74.000000,74.300003,73.379997,73.639999,67.431305,2523325
2018-04-12,73.309998,73.620003,72.919998,73.089996,66.927666,2959474
2018-04-13,73.330002,73.419998,73.000000,73.160004,66.991776,1251461
2018-04-16,73.250000,73.550003,72.610001,72.620003,66.497299,2001961
2018-04-17,72.750000,73.209999,72.650002,72.760002,66.625496,1905309
2018-04-18,72.500000,72.680000,72.160004,72.410004,66.305008,1826752
2018-04-19,72.769997,72.779999,72.290001,72.400002,66.295845,3139245
2018-04-20,72.199997,72.570000,71.930000,72.059998,65.984512,2148031
2018-04-23,71.860001,72.940002,71.769997,72.669998,66.543083,2343315
2018-04-24,72.720001,73.730003,72.720001,73.459999,67.266479,3665086
2018-04-26,73.519997,73.779999,72.110001,72.250000,66.158501,4384515
2018-04-27,72.599998,72.629997,71.089996,71.540001,65.508354,5975530
2018-04-30,71.250000,72.099998,71.209999,71.820000,65.764755,3843213
2018-05-01,71.820000,73.250000,71.309998,73.169998,67.000923,4045489
2018-05-02,72.980003,73.690002,72.260002,73.459999,67.266479,2476471
2018-05-03,73.930000,74.010002,73.279999,73.910004,67.678543,2782258
2018-05-04,73.980003,73.980003,72.580002,72.760002,66.625496,2546384
2018-05-07,73.010002,73.199997,72.570000,72.709999,66.579712,2111927
2018-05-08,73.089996,73.760002,72.574997,73.500000,67.303108,2956389
2018-05-09,71.910004,72.000000,70.800003,71.410004,65.389320,6582126
2018-05-10,71.769997,71.779999,70.980003,70.980003,64.995575,3695222
2018-05-11,70.519997,71.230003,70.199997,70.529999,64.583511,3779356
2018-05-14,70.180000,70.925003,70.059998,70.800003,64.830742,3586761
2018-05-15,71.290001,71.779999,70.919998,70.919998,64.940628,2937818
2018-05-16,70.970001,71.570000,70.680000,70.790001,64.821587,3869986
2018-05-17,70.769997,71.279999,70.470001,71.160004,65.160393,4310845
2018-05-18,71.239998,71.239998,70.400002,70.500000,64.556038,3110054
2018-05-21,70.400002,70.459999,70.000000,70.089996,64.180611,2261388
2018-05-22,70.010002,70.279999,69.629997,70.250000,64.327118,3279548
2018-05-23,70.000000,70.349998,69.709999,69.809998,63.924213,2601288
2018-05-24,69.610001,69.870003,69.110001,69.589996,63.722759,2763549
2018-05-25,69.370003,70.129997,69.199997,69.870003,63.979156,3450605
2018-05-28,69.779999,70.089996,69.389999,69.610001,63.741081,2140947
2018-05-29,69.699997,70.589996,69.559998,70.349998,64.418686,2498273
2018-05-30,69.800003,69.855003,69.330002,69.599998,63.731926,3208843
2018-05-31,70.000000,70.019997,69.209999,69.300003,63.457222,3404730
2018-06-01,69.209999,69.220001,68.699997,68.699997,62.907795,2428795
2018-06-04,69.919998,70.355003,69.489998,69.690002,63.814335,3049958
2018-06-05,69.690002,70.675003,69.529999,70.389999,64.455315,3837080
2018-06-06,70.449997,70.500000,69.099998,69.230003,63.393116,3993516
2018-06-07,69.300003,69.800003,68.970001,69.260002,63.420589,2381711
2018-06-08,69.330002,69.739998,69.269997,69.370003,63.521317,1568016
2018-06-12,69.449997,69.500000,68.779999,68.849998,63.045151,4098851
2018-06-13,68.849998,68.870003,68.010002,68.180000,62.431637,3075419
2018-06-14,67.879997,67.919998,67.220001,67.449997,61.763187,3419047
2018-06-15,67.699997,69.000000,67.669998,68.980003,63.164192,5922177
2018-06-18,69.269997,70.000000,69.235001,69.699997,63.823486,2366307
2018-06-19,70.099998,70.470001,69.699997,69.879997,63.988316,3044721
2018-06-20,70.650002,71.949997,70.419998,71.910004,65.847168,4092599
2018-06-21,72.970001,72.989998,72.290001,72.900002,66.753685,7428730
2018-06-22,72.849998,73.860001,72.769997,73.860001,67.632751,4421609
2018-06-25,73.830002,74.699997,71.879997,72.160004,66.076088,3647015
2018-06-26,72.029999,73.279999,71.680000,72.809998,66.671280,2708542
2018-06-27,73.040001,73.370003,72.610001,72.610001,66.488144,2981498
2018-06-28,72.699997,73.290001,72.129997,73.230003,67.055878,2567273
2018-06-29,73.480003,73.669998,72.860001,72.870003,66.726234,6091515
2018-07-02,72.699997,73.169998,72.379997,72.699997,66.570549,2049487
2018-07-03,73.150002,74.199997,72.610001,73.970001,67.733482,3661537
2018-07-04,73.910004,73.980003,73.449997,73.589996,67.385521,2065495
2018-07-05,73.800003,74.540001,73.639999,74.459999,68.182167,2899406
2018-07-06,74.800003,75.699997,74.550003,75.669998,69.290146,3410925
2018-07-09,76.000000,76.739998,75.919998,76.099998,69.683899,4637959
2018-07-10,76.300003,76.500000,74.050003,74.430000,68.154694,4469531
2018-07-11,74.250000,74.279999,73.540001,74.050003,67.806740,3101381
2018-07-12,74.500000,75.629997,74.139999,75.209999,68.868935,2733149
2018-07-13,75.669998,75.739998,74.260002,74.849998,68.539284,2677839
